                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    312,                 0.6938,                0.54996,                0.94348,                0.93731,                0.91788,                0.95979,                0.79481,                0.60092,                0.48895,                0.91602,             0.00034926,             0.00034926,             0.00034926
                    313,                0.70107,                0.54403,                 0.9435,                0.90095,                0.90034,                0.94841,                0.78677,                 0.5988,                0.50559,                0.91475,             0.00034746,             0.00034746,             0.00034746
                    314,                 0.6728,                 0.5409,                0.95493,                0.89688,                0.85109,                0.90709,                0.75381,                0.60879,                0.58555,                 0.9155,             0.00034566,             0.00034566,             0.00034566
                    315,                0.70224,                0.54993,                0.94248,                 0.8729,                0.88619,                0.92556,                0.76575,                0.61351,                0.58976,                 0.9156,             0.00034386,             0.00034386,             0.00034386
                    316,                0.69944,                0.53239,                 0.9446,                0.87244,                0.85951,                0.93704,                0.77175,                0.60416,                0.63586,                0.91372,             0.00034206,             0.00034206,             0.00034206
                    317,                0.70488,                0.54746,                  0.955,                0.85763,                0.86404,                0.93563,                0.76646,                0.60314,                0.63354,                0.91392,             0.00034026,             0.00034026,             0.00034026
                    318,                0.67835,                0.55795,                0.94603,                0.92069,                0.88097,                0.95294,                0.78639,                0.59722,                0.53197,                 0.9116,             0.00033846,             0.00033846,             0.00033846
                    319,                0.70046,                0.52278,                0.94283,                 0.8829,                0.90506,                0.94995,                0.78202,                0.61353,                0.50969,                0.91317,             0.00033666,             0.00033666,             0.00033666
                    320,                 0.7095,                0.55078,                0.94284,                0.83529,                0.92132,                0.94612,                0.77935,                0.60649,                0.53852,                0.91189,             0.00033486,             0.00033486,             0.00033486
                    321,                0.68025,                0.53342,                 0.9358,                0.89058,                0.90611,                0.95771,                0.79361,                0.60139,                0.52232,                 0.9141,             0.00033306,             0.00033306,             0.00033306
                    322,                0.69283,                0.53599,                0.94543,                0.90974,                0.92184,                0.96261,                 0.7973,                0.60216,                0.49062,                0.91492,             0.00033126,             0.00033126,             0.00033126
                    323,                 0.6765,                0.52533,                0.92953,                0.90729,                0.90768,                0.95219,                 0.7849,                 0.6105,                0.54449,                0.91594,             0.00032946,             0.00032946,             0.00032946
                    324,                0.69504,                0.54158,                 0.9559,                0.88524,                0.92596,                  0.946,                 0.7757,                0.60094,                0.56098,                0.91405,             0.00032766,             0.00032766,             0.00032766
                    325,                0.70085,                0.52774,                0.94646,                0.87572,                0.91669,                 0.9444,                0.77484,                0.61167,                0.57281,                 0.9168,             0.00032586,             0.00032586,             0.00032586
                    326,                 0.6815,                0.51605,                 0.9385,                 0.9065,                0.91928,                0.96067,                0.79368,                0.59622,                0.50668,                  0.911,             0.00032406,             0.00032406,             0.00032406
                    327,                0.69705,                0.52672,                0.94264,                0.91736,                0.90201,                0.95873,                0.79257,                0.59874,                0.50173,                0.91013,             0.00032226,             0.00032226,             0.00032226
                    328,                0.69595,                0.51178,                0.93447,                0.90556,                0.90629,                0.95789,                 0.7903,                0.59983,                 0.5066,                0.91215,             0.00032046,             0.00032046,             0.00032046
                    329,                0.70856,                0.53611,                0.93674,                0.92051,                0.92947,                0.96403,                0.79788,                0.60039,                0.48252,                0.91107,             0.00031866,             0.00031866,             0.00031866
                    330,                0.70673,                0.52897,                0.94637,                0.93252,                0.92625,                0.96079,                0.78973,                0.60934,                0.47953,                0.91237,             0.00031686,             0.00031686,             0.00031686
                    331,                0.68357,                0.53871,                0.94291,                0.90619,                0.90459,                0.95081,                0.77958,                0.59825,                 0.5151,                0.91056,             0.00031506,             0.00031506,             0.00031506
                    332,                0.67876,                0.54021,                0.94844,                0.89861,                0.89668,                0.94413,                0.77537,                0.60403,                0.54312,                0.91287,             0.00031326,             0.00031326,             0.00031326
                    333,                0.69784,                  0.534,                0.94467,                0.87034,                0.87157,                0.94611,                0.77513,                0.62218,                0.60756,                0.91481,             0.00031146,             0.00031146,             0.00031146
                    334,                0.69178,                0.51486,                0.93743,                0.84096,                0.84684,                0.91189,                0.75044,                0.61819,                0.73316,                0.91337,             0.00030966,             0.00030966,             0.00030966
                    335,                0.69021,                0.54144,                 0.9485,                0.88463,                0.88611,                0.93576,                0.77503,                0.60025,                 0.5699,                0.90964,             0.00030786,             0.00030786,             0.00030786
                    336,                0.69278,                0.51225,                0.93553,                 0.9144,                0.90639,                0.95153,                0.78777,                0.59414,                0.48715,                0.90888,             0.00030606,             0.00030606,             0.00030606
                    337,                0.68623,                0.52154,                0.93519,                0.93394,                0.89711,                0.95481,                 0.7898,                0.59641,                0.48366,                 0.9103,             0.00030426,             0.00030426,             0.00030426
                    338,                0.68617,                0.52624,                0.94372,                0.91835,                0.93279,                0.96661,                0.79707,                0.60209,                0.47726,                0.91289,             0.00030246,             0.00030246,             0.00030246
                    339,                0.70444,                0.53445,                0.93753,                0.92064,                0.92228,                0.96434,                0.79702,                0.58921,                0.52375,                0.90873,             0.00030066,             0.00030066,             0.00030066
                    340,                0.69508,                 0.5219,                0.94898,                0.89915,                0.90313,                0.95273,                0.78944,                 0.5955,                0.59988,                0.91215,             0.00029886,             0.00029886,             0.00029886
                    341,                0.67357,                0.55673,                0.93972,                0.89228,                0.91733,                 0.9596,                0.79305,                0.60426,                0.53442,                0.91429,             0.00029706,             0.00029706,             0.00029706
                    342,                0.67535,                0.52797,                0.93989,                 0.9393,                0.93972,                0.96989,                0.80729,                0.59401,                0.45035,                0.91133,             0.00029526,             0.00029526,             0.00029526
                    343,                0.65856,                0.51148,                0.93074,                0.95507,                0.94178,                0.97195,                0.80746,                0.59425,                0.44411,                0.91086,             0.00029346,             0.00029346,             0.00029346
                    344,                0.67542,                0.51411,                0.93765,                0.93709,                0.94096,                0.96659,                0.80409,                0.59658,                0.46276,                 0.9112,             0.00029166,             0.00029166,             0.00029166
                    345,                0.69964,                0.52466,                0.94201,                0.89436,                 0.9238,                0.93933,                0.78272,                0.59576,                0.53272,                0.91135,             0.00028986,             0.00028986,             0.00028986
                    346,                0.67152,                0.49787,                0.93154,                0.87847,                0.87311,                0.91312,                0.75713,                0.60499,                0.65187,                0.91635,             0.00028806,             0.00028806,             0.00028806
                    347,                0.70527,                0.55521,                0.95994,                0.87247,                0.90388,                0.92028,                0.76656,                0.59552,                0.58233,                 0.9138,             0.00028626,             0.00028626,             0.00028626
                    348,                 0.6755,                0.53436,                0.94416,                0.87369,                0.89564,                0.94617,                0.78494,                0.59473,                0.51956,                 0.9131,             0.00028446,             0.00028446,             0.00028446
                    349,                0.68273,                0.50908,                0.95055,                 0.8823,                0.88899,                0.95597,                0.79218,                0.58719,                0.51297,                0.91042,             0.00028266,             0.00028266,             0.00028266
                    350,                0.69358,                0.52094,                0.94327,                0.88313,                0.88216,                0.94579,                0.78326,                0.59524,                0.55901,                0.91002,             0.00028086,             0.00028086,             0.00028086
                    351,                0.67511,                0.51549,                0.94839,                0.87924,                0.86056,                0.92675,                0.76683,                0.60494,                0.64001,                0.91214,             0.00027906,             0.00027906,             0.00027906
                    352,                 0.6828,                0.51268,                 0.9433,                0.88511,                0.90959,                 0.9401,                0.77856,                0.59747,                0.52985,                0.91189,             0.00027726,             0.00027726,             0.00027726
                    353,                0.66815,                 0.5162,                0.93956,                0.91305,                0.89055,                0.94986,                0.79009,                0.58551,                0.49419,                0.90837,             0.00027546,             0.00027546,             0.00027546
                    354,                0.67675,                0.52886,                0.93686,                0.89259,                 0.9122,                0.94923,                0.78969,                0.59585,                0.49445,                 0.9077,             0.00027366,             0.00027366,             0.00027366
                    355,                0.66714,                0.51802,                0.93317,                0.88704,                0.91458,                0.94349,                0.78602,                0.59412,                 0.5279,                0.90799,             0.00027186,             0.00027186,             0.00027186
                    356,                0.68227,                0.54354,                0.94367,                0.89005,                0.93085,                0.95328,                0.79451,                0.60124,                0.49532,                0.91006,             0.00027006,             0.00027006,             0.00027006
                    357,                 0.6722,                0.51029,                0.93633,                0.90699,                 0.8879,                0.94319,                0.78384,                0.59346,                0.51573,                0.90892,             0.00026826,             0.00026826,             0.00026826
                    358,                0.65225,                0.49173,                0.93115,                0.92496,                0.92131,                0.95865,                0.78883,                  0.609,                  0.488,                0.91331,             0.00026646,             0.00026646,             0.00026646
                    359,                0.66749,                0.53835,                0.95228,                0.90615,                0.93124,                0.96074,                0.79476,                0.59936,                0.46868,                0.91248,             0.00026466,             0.00026466,             0.00026466
                    360,                0.66712,                0.53165,                 0.9403,                0.88363,                0.91742,                0.95621,                0.79116,                 0.6015,                0.47877,                0.91128,             0.00026286,             0.00026286,             0.00026286
                    361,                0.71042,                0.51259,                0.94723,                0.91877,                0.90044,                0.95751,                0.79553,                 0.5926,                0.47167,                0.90717,             0.00026106,             0.00026106,             0.00026106
                    362,                0.68674,                0.50593,                0.94461,                0.87043,                0.86606,                0.93086,                0.77143,                0.59891,                0.56164,                0.90838,             0.00025926,             0.00025926,             0.00025926
                    363,                0.66828,                 0.5168,                0.94156,                0.86468,                0.88538,                0.93966,                0.77532,                0.61211,                0.57193,                  0.912,             0.00025747,             0.00025747,             0.00025747
                    364,                0.68056,                0.50605,                0.93123,                0.86319,                0.93181,                0.95834,                0.79369,                0.60369,                0.50707,                 0.9106,             0.00025567,             0.00025567,             0.00025567
                    365,                0.69073,                0.51004,                0.93843,                0.92777,                0.92538,                0.96508,                0.79928,                0.59408,                0.48892,                0.90531,             0.00025387,             0.00025387,             0.00025387
                    366,                0.68215,                0.50777,                0.94418,                0.91511,                0.88278,                0.94865,                 0.7774,                0.60108,                0.58735,                0.90682,             0.00025207,             0.00025207,             0.00025207
                    367,                0.67168,                0.50953,                0.92834,                0.90886,                0.90523,                0.95079,                0.78313,                0.59061,                0.55772,                0.90529,             0.00025027,             0.00025027,             0.00025027
                    368,                0.69894,                0.50877,                0.93958,                0.92205,                0.91302,                 0.9607,                0.79311,                0.59261,                 0.4811,                0.90647,             0.00024847,             0.00024847,             0.00024847
                    369,                0.67975,                0.49269,                0.92894,                0.92458,                0.91651,                0.96538,                0.79745,                0.59707,                0.47042,                 0.9079,             0.00024667,             0.00024667,             0.00024667
                    370,                0.69658,                0.52101,                0.95616,                0.91566,                0.93257,                0.96433,                0.79981,                0.59387,                0.48619,                0.90796,             0.00024487,             0.00024487,             0.00024487
                    371,                0.69336,                0.51531,                0.94841,                 0.9224,                0.87954,                0.95074,                0.78605,                0.60298,                0.55329,                0.91043,             0.00024307,             0.00024307,             0.00024307
                    372,                0.66591,                 0.5054,                 0.9466,                0.92339,                0.88559,                0.94869,                0.78879,                0.59044,                0.50891,                0.90833,             0.00024127,             0.00024127,             0.00024127
                    373,                0.67596,                0.50017,                0.94455,                0.92693,                0.92613,                0.95714,                0.79315,                0.59498,                0.47061,                 0.9104,             0.00023947,             0.00023947,             0.00023947
                    374,                0.67915,                0.51183,                0.93851,                0.93112,                0.90558,                0.96283,                 0.8004,                0.58681,                0.46312,                0.90775,             0.00023767,             0.00023767,             0.00023767
                    375,                0.66817,                0.49961,                 0.9412,                0.91699,                 0.9365,                0.96725,                0.80767,                0.59056,                 0.4595,                 0.9075,             0.00023587,             0.00023587,             0.00023587
                    376,                0.65446,                0.51907,                0.93165,                0.92127,                0.91625,                0.94256,                0.79028,                0.58612,                0.48793,                0.90668,             0.00023407,             0.00023407,             0.00023407
                    377,                0.64704,                0.51489,                0.93241,                0.90791,                0.93719,                0.95639,                0.79542,                0.58853,                0.46621,                 0.9076,             0.00023227,             0.00023227,             0.00023227
                    378,                0.66808,                0.49132,                0.93135,                0.91665,                0.90565,                0.93899,                0.77795,                0.59572,                0.52542,                0.90787,             0.00023047,             0.00023047,             0.00023047
                    379,                0.67007,                0.51683,                0.94792,                 0.9079,                0.89243,                0.92469,                0.76224,                0.60116,                0.61582,                 0.9093,             0.00022867,             0.00022867,             0.00022867
                    380,                0.66279,                0.49619,                0.93707,                0.92698,                0.90504,                0.94983,                0.78723,                 0.5959,                0.54436,                0.90624,             0.00022687,             0.00022687,             0.00022687
                    381,                0.67549,                0.50085,                0.93828,                0.91373,                0.94225,                0.96864,                0.80729,                0.58534,                0.45373,                0.90288,             0.00022507,             0.00022507,             0.00022507
                    382,                0.65942,                0.51332,                0.94791,                0.90409,                0.94084,                0.96049,                0.80128,                0.58662,                0.46332,                0.90408,             0.00022327,             0.00022327,             0.00022327
                    383,                0.66835,                0.50651,                0.94068,                0.92477,                 0.9371,                0.96195,                  0.804,                0.58299,                0.44812,                0.90409,             0.00022147,             0.00022147,             0.00022147
                    384,                0.66933,                0.49895,                0.93785,                 0.9149,                0.92697,                0.95709,                0.79368,                0.59225,                 0.4697,                0.90702,             0.00021967,             0.00021967,             0.00021967
                    385,                0.66792,                0.49394,                0.92286,                0.89697,                 0.9112,                0.94967,                0.78523,                0.58822,                 0.4987,                0.90597,             0.00021787,             0.00021787,             0.00021787
                    386,                0.69406,                0.52754,                0.95215,                0.89292,                0.92376,                0.95552,                0.79438,                0.58687,                0.49993,                0.90713,             0.00021607,             0.00021607,             0.00021607
                    387,                0.70475,                0.50419,                0.94825,                0.88217,                0.91425,                0.95688,                0.79507,                0.59605,                 0.5806,                 0.9101,             0.00021427,             0.00021427,             0.00021427
                    388,                0.67693,                0.49368,                0.92583,                 0.9045,                0.89768,                0.94447,                0.78933,                0.59336,                0.57426,                0.90914,             0.00021247,             0.00021247,             0.00021247
                    389,                0.67068,                0.49683,                0.94672,                0.89812,                0.90835,                0.94333,                 0.7911,                0.58434,                0.53459,                0.90603,             0.00021067,             0.00021067,             0.00021067
                    390,                0.67357,                0.51196,                0.92784,                0.92177,                0.91892,                0.95731,                0.80295,                0.58537,                  0.477,                0.90393,             0.00020887,             0.00020887,             0.00020887
                    391,                0.64984,                0.51006,                0.93531,                0.93477,                0.91104,                0.96561,                0.80845,                0.58429,                 0.4677,                0.90308,             0.00020707,             0.00020707,             0.00020707
                    392,                0.68262,                0.50904,                0.93567,                0.92032,                0.91662,                0.96012,                0.79981,                 0.5865,                0.49536,                0.90447,             0.00020527,             0.00020527,             0.00020527
                    393,                0.63864,                0.48978,                0.92032,                0.89909,                0.88838,                0.95276,                0.79211,                0.58874,                0.56561,                0.90657,             0.00020347,             0.00020347,             0.00020347
                    394,                0.67348,                0.53122,                0.93259,                0.90893,                0.92858,                  0.958,                 0.7978,                0.59018,                0.49311,                 0.9077,             0.00020167,             0.00020167,             0.00020167
                    395,                0.66241,                0.48591,                0.92774,                0.90575,                  0.914,                 0.9584,                0.79692,                0.59004,                 0.4897,                0.90661,             0.00019987,             0.00019987,             0.00019987
                    396,                0.66531,                0.51215,                0.93517,                0.88739,                0.89724,                0.94038,                0.77992,                0.59249,                0.52494,                0.90633,             0.00019807,             0.00019807,             0.00019807
                    397,                0.64995,                0.48029,                0.93136,                0.88454,                0.90349,                0.94864,                0.79067,                0.58866,                0.50836,                0.90645,             0.00019627,             0.00019627,             0.00019627
                    398,                0.66965,                0.47713,                0.93162,                0.88818,                0.92661,                0.95745,                0.79924,                0.59115,                0.47834,                0.90524,             0.00019447,             0.00019447,             0.00019447
                    399,                0.65859,                 0.5053,                  0.938,                0.93669,                0.92409,                0.96249,                0.80462,                0.58727,                0.45812,                0.90378,             0.00019267,             0.00019267,             0.00019267
                    400,                0.66016,                0.48961,                0.92665,                0.93756,                0.92258,                0.96285,                0.80264,                0.58527,                 0.4691,                0.90637,             0.00019087,             0.00019087,             0.00019087
                    401,                0.65494,                0.49765,                0.93071,                0.94329,                0.91701,                0.96615,                0.80598,                0.58595,                 0.4563,                0.90615,             0.00018907,             0.00018907,             0.00018907
                    402,                0.64798,                0.46465,                0.91646,                0.92916,                0.91635,                0.96486,                0.80589,                0.58307,                0.44958,                0.90516,             0.00018727,             0.00018727,             0.00018727
                    403,                0.67281,                0.49501,                0.93415,                0.92515,                0.91094,                 0.9609,                0.80818,                0.58142,                0.45159,                0.90439,             0.00018547,             0.00018547,             0.00018547
                    404,                0.68516,                0.50011,                0.93362,                0.89903,                0.90273,                0.95255,                0.79771,                0.58543,                0.51777,                0.90425,             0.00018367,             0.00018367,             0.00018367
                    405,                0.67009,                0.47878,                0.93324,                0.87855,                0.89978,                0.94928,                0.79939,                0.58362,                 0.5581,                0.90328,             0.00018187,             0.00018187,             0.00018187
                    406,                0.67766,                0.49046,                0.92223,                0.93364,                 0.9089,                0.95878,                0.79844,                0.58746,                0.49622,                0.90321,             0.00018007,             0.00018007,             0.00018007
                    407,                0.68328,                0.48721,                0.93727,                0.92968,                0.91799,                0.95849,                0.79831,                  0.585,                0.49356,                0.90247,             0.00017827,             0.00017827,             0.00017827
                    408,                0.69538,                0.48021,                 0.9404,                0.92488,                0.91061,                0.95762,                0.79723,                0.58351,                0.48759,                0.90325,             0.00017647,             0.00017647,             0.00017647
                    409,                0.66869,                0.49479,                0.92343,                0.91266,                0.91038,                0.94884,                0.78797,                0.59023,                0.49417,                0.90582,             0.00017467,             0.00017467,             0.00017467
                    410,                0.67913,                0.49599,                0.94622,                0.88061,                0.91099,                0.94901,                0.79241,                0.58122,                0.48313,                0.90383,             0.00017287,             0.00017287,             0.00017287
                    411,                0.64783,                0.48476,                 0.9332,                0.85895,                 0.9335,                0.94708,                0.79348,                0.57987,                 0.4833,                0.90202,             0.00017107,             0.00017107,             0.00017107
                    412,                0.65159,                0.48545,                 0.9341,                0.89958,                0.91327,                 0.9517,                0.79536,                0.59226,                 0.4721,                0.90365,             0.00016927,             0.00016927,             0.00016927
                    413,                 0.6741,                0.49489,                0.93079,                0.91138,                0.91175,                0.95875,                 0.8018,                0.58608,                0.47124,                 0.9029,             0.00016747,             0.00016747,             0.00016747
                    414,                0.66892,                0.47996,                0.92975,                0.90337,                0.89525,                0.95273,                0.79757,                0.58166,                0.53488,                0.90223,             0.00016567,             0.00016567,             0.00016567
                    415,                0.68213,                0.48656,                 0.9443,                0.90719,                0.90377,                0.95307,                0.79553,                0.58493,                0.52415,                0.90305,             0.00016387,             0.00016387,             0.00016387
                    416,                0.66714,                0.48785,                0.93536,                0.92571,                0.93902,                0.96513,                0.80762,                0.57859,                0.43775,                0.89998,             0.00016207,             0.00016207,             0.00016207
                    417,                0.66067,                0.48366,                0.92784,                0.92442,                0.92426,                0.96512,                0.80582,                0.58629,                0.44886,                0.90189,             0.00016027,             0.00016027,             0.00016027
                    418,                0.66244,                 0.4905,                0.92566,                 0.9307,                0.94375,                0.96487,                0.80705,                0.57859,                0.43435,                0.90014,             0.00015848,             0.00015848,             0.00015848
                    419,                 0.6727,                0.50661,                0.93995,                 0.9357,                0.92989,                0.96459,                0.80527,                0.57877,                0.45225,                0.89984,             0.00015668,             0.00015668,             0.00015668
                    420,                0.64601,                0.47811,                0.93261,                0.92598,                0.90234,                0.95937,                0.79986,                0.58172,                0.55049,                0.90243,             0.00015488,             0.00015488,             0.00015488
                    421,                0.64871,                0.47355,                 0.9239,                0.91933,                0.93283,                0.96455,                0.80703,                0.57648,                0.50591,                0.90146,             0.00015308,             0.00015308,             0.00015308
                    422,                0.63971,                0.49026,                0.92479,                0.92669,                0.89945,                0.96574,                0.80859,                0.57813,                0.46434,                0.90141,             0.00015128,             0.00015128,             0.00015128
                    423,                 0.6575,                0.49057,                 0.9405,                0.93358,                0.89972,                0.96949,                 0.8105,                0.57752,                 0.4488,                0.90108,             0.00014948,             0.00014948,             0.00014948
                    424,                0.65048,                0.48423,                0.93201,                0.93234,                0.94867,                 0.9733,                0.81491,                0.57662,                0.42725,                  0.899,             0.00014768,             0.00014768,             0.00014768
                    425,                0.66469,                0.46337,                0.91965,                0.93166,                0.94356,                0.97156,                0.81464,                0.58153,                0.43226,                0.90009,             0.00014588,             0.00014588,             0.00014588
                    426,                 0.6432,                0.46558,                0.92692,                0.90145,                0.94931,                0.96556,                0.81192,                0.57357,                0.44851,                0.89984,             0.00014408,             0.00014408,             0.00014408
                    427,                0.65849,                0.47894,                0.93558,                0.90293,                0.92909,                0.96164,                0.80719,                0.57582,                0.45716,                0.90197,             0.00014228,             0.00014228,             0.00014228
                    428,                0.69189,                0.48305,                0.95246,                0.91428,                 0.9023,                0.95023,                0.79687,                0.58221,                0.48086,                0.90299,             0.00014048,             0.00014048,             0.00014048
                    429,                0.62815,                0.45216,                0.91826,                0.89026,                0.91345,                0.94767,                0.79439,                0.58413,                0.48945,                0.90381,             0.00013868,             0.00013868,             0.00013868
                    430,                0.65788,                0.47409,                0.93456,                0.92118,                0.91831,                0.96229,                0.80565,                0.58021,                0.45527,                 0.9021,             0.00013688,             0.00013688,             0.00013688
                    431,                0.63429,                0.48181,                0.92701,                0.93231,                0.92818,                0.96456,                0.80755,                 0.5782,                0.44369,                0.90236,             0.00013508,             0.00013508,             0.00013508
                    432,                0.66238,                0.48331,                0.94441,                0.92472,                   0.93,                0.96466,                 0.8104,                0.57793,                0.45582,                0.90107,             0.00013328,             0.00013328,             0.00013328
                    433,                0.68723,                0.47741,                0.93525,                0.93859,                0.90496,                0.95904,                0.80279,                 0.5833,                0.48836,                0.90161,             0.00013148,             0.00013148,             0.00013148
                    434,                0.64789,                0.47282,                0.91891,                 0.9305,                0.89842,                0.95761,                0.79969,                0.58199,                0.51047,                0.90163,             0.00012968,             0.00012968,             0.00012968
                    435,                0.66147,                 0.4734,                0.92716,                0.93084,                0.91646,                0.96032,                0.80265,                0.57875,                0.47626,                0.90167,             0.00012788,             0.00012788,             0.00012788
                    436,                0.64231,                0.46393,                 0.9299,                0.93722,                0.92621,                 0.9656,                0.80738,                0.58098,                0.43878,                0.90235,             0.00012608,             0.00012608,             0.00012608
                    437,                0.64413,                0.46614,                0.92348,                0.92391,                0.92887,                0.96766,                0.80974,                 0.5792,                 0.4343,                0.90243,             0.00012428,             0.00012428,             0.00012428
                    438,                0.67002,                0.50752,                 0.9348,                  0.943,                0.93512,                0.97095,                0.81394,                0.58169,                0.42705,                 0.9012,             0.00012248,             0.00012248,             0.00012248
                    439,                0.66018,                0.48403,                 0.9269,                0.94328,                0.94142,                   0.97,                0.81261,                0.58063,                0.42577,                 0.9009,             0.00012068,             0.00012068,             0.00012068
                    440,                 0.6701,                0.47013,                0.92862,                0.95849,                0.92871,                0.97006,                0.81277,                0.57807,                0.42978,                0.90099,             0.00011888,             0.00011888,             0.00011888
                    441,                0.65807,                0.48181,                0.93841,                0.94444,                0.92796,                0.96932,                0.80974,                0.57769,                0.44194,                0.90071,             0.00011708,             0.00011708,             0.00011708
                    442,                0.67311,                 0.4641,                0.92318,                0.93998,                0.91407,                0.96618,                 0.8091,                0.58126,                0.46757,                0.90161,             0.00011528,             0.00011528,             0.00011528
                    443,                0.66328,                0.47036,                0.92519,                0.93409,                0.91942,                0.96445,                0.80724,                0.58729,                0.47641,                0.90334,             0.00011348,             0.00011348,             0.00011348
                    444,                0.64203,                0.45959,                0.92302,                 0.9335,                0.92945,                0.96299,                0.80455,                0.58144,                0.47264,                0.90245,             0.00011168,             0.00011168,             0.00011168
                    445,                0.66566,                0.48426,                0.92994,                0.92676,                0.93068,                0.96544,                0.80978,                0.58237,                0.45531,                0.90227,             0.00010988,             0.00010988,             0.00010988
                    446,                0.67598,                0.48191,                 0.9376,                0.93137,                0.92915,                0.96865,                0.81271,                0.57713,                0.44285,                0.90237,             0.00010808,             0.00010808,             0.00010808
                    447,                0.65519,                0.46135,                0.92274,                0.93826,                0.91658,                0.96847,                0.81403,                0.57736,                0.44252,                0.90265,             0.00010628,             0.00010628,             0.00010628
                    448,                0.67801,                  0.488,                0.93801,                0.93013,                0.91245,                0.96702,                0.81403,                0.58079,                0.45238,                0.90258,             0.00010448,             0.00010448,             0.00010448
                    449,                0.65597,                0.45885,                0.94047,                0.92352,                0.91478,                0.96294,                0.80586,                0.58053,                 0.4738,                0.90254,             0.00010268,             0.00010268,             0.00010268
                    450,                0.66778,                0.47888,                0.92936,                0.90444,                0.90989,                0.94781,                0.79132,                0.58321,                0.55783,                0.90347,             0.00010088,             0.00010088,             0.00010088
                    451,                0.65152,                0.46158,                0.92726,                0.89428,                0.89752,                0.93968,                0.78388,                0.58595,                0.59246,                 0.9045,             9.9081e-05,             9.9081e-05,             9.9081e-05
                    452,                   0.68,                0.47154,                0.93664,                0.92732,                0.89869,                 0.9528,                0.79437,                0.58375,                0.50739,                0.90277,             9.7281e-05,             9.7281e-05,             9.7281e-05
                    453,                0.65465,                0.47678,                0.92251,                0.92557,                0.93972,                0.96536,                0.80888,                0.57578,                0.45364,                0.90072,             9.5481e-05,             9.5481e-05,             9.5481e-05
                    454,                0.64296,                0.46625,                0.92518,                 0.9312,                 0.9104,                0.96843,                0.81059,                0.57677,                0.44509,                0.90066,             9.3682e-05,             9.3682e-05,             9.3682e-05
                    455,                0.64571,                0.46744,                0.93102,                0.91264,                0.92617,                0.96742,                0.81084,                0.57816,                0.45527,                0.90135,             9.1882e-05,             9.1882e-05,             9.1882e-05
                    456,                0.65292,                0.47745,                0.92967,                 0.9332,                0.90088,                0.96326,                0.80728,                0.58008,                0.49223,                0.90257,             9.0082e-05,             9.0082e-05,             9.0082e-05
                    457,                0.66384,                0.47171,                0.92901,                0.91825,                0.90025,                 0.9604,                0.80446,                0.57985,                0.52015,                0.90293,             8.8282e-05,             8.8282e-05,             8.8282e-05
                    458,                0.67861,                0.48304,                0.93054,                0.91239,                0.91877,                0.95863,                0.80255,                0.58241,                0.53055,                0.90272,             8.6482e-05,             8.6482e-05,             8.6482e-05
                    459,                0.65285,                0.47607,                0.92423,                0.92058,                0.91765,                0.95764,                0.80185,                0.58111,                0.49754,                0.90285,             8.4682e-05,             8.4682e-05,             8.4682e-05
                    460,                0.67485,                0.46204,                0.92682,                 0.9322,                0.93065,                0.96268,                0.80539,                0.57962,                 0.4451,                0.90192,             8.2883e-05,             8.2883e-05,             8.2883e-05
                    461,                0.65711,                0.48247,                0.94372,                0.93545,                0.92801,                0.96865,                0.81029,                0.57502,                0.42826,                0.90109,             8.1083e-05,             8.1083e-05,             8.1083e-05
                    462,                0.64487,                0.44704,                0.92207,                0.94099,                0.92431,                0.97303,                0.81483,                0.57582,                 0.4203,                0.90135,             7.9283e-05,             7.9283e-05,             7.9283e-05
                    463,                0.66452,                0.45882,                0.93636,                0.93957,                0.92737,                0.97383,                0.81454,                0.57929,                0.42149,                0.90182,             7.7483e-05,             7.7483e-05,             7.7483e-05
                    464,                0.63696,                0.43708,                0.92156,                0.93317,                0.93467,                0.97227,                0.81564,                0.57962,                0.42451,                0.90274,             7.5683e-05,             7.5683e-05,             7.5683e-05
                    465,                0.63748,                0.46007,                0.92375,                 0.9288,                0.94543,                  0.971,                0.81487,                0.57531,                0.42419,                0.90209,             7.3884e-05,             7.3884e-05,             7.3884e-05
                    466,                0.66884,                0.47389,                0.91759,                0.93156,                0.94613,                0.97048,                0.81711,                0.57187,                0.42159,                0.90166,             7.2084e-05,             7.2084e-05,             7.2084e-05
                    467,                0.64651,                0.46074,                0.92721,                0.94423,                0.93083,                0.96818,                0.81268,                0.57287,                0.43308,                0.90163,             7.0284e-05,             7.0284e-05,             7.0284e-05
                    468,                 0.6622,                0.45741,                0.92406,                0.93864,                0.91594,                0.96145,                0.80486,                0.57633,                0.48405,                0.90302,             6.8484e-05,             6.8484e-05,             6.8484e-05
                    469,                0.64455,                  0.471,                0.92574,                0.92859,                0.91982,                0.96039,                0.80251,                  0.577,                0.49755,                 0.9035,             6.6684e-05,             6.6684e-05,             6.6684e-05
                    470,                 0.6509,                0.47289,                0.92453,                0.93687,                0.94093,                0.96689,                0.81243,                0.57639,                0.44451,                0.90195,             6.4884e-05,             6.4884e-05,             6.4884e-05
