                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    151,                0.83294,                 0.8546,                 1.0223,                0.66604,                0.72719,                0.75962,                  0.595,                 0.7335,                  1.065,                0.98089,             0.00063903,             0.00063903,             0.00063903
                    152,                0.82635,                0.87591,                 1.0221,                 0.8625,                0.80188,                0.89637,                0.70609,                0.71057,                0.70923,                0.96794,             0.00063723,             0.00063723,             0.00063723
                    153,                0.82265,                0.90775,                 1.0132,                0.81024,                0.84991,                 0.8991,                0.70735,                0.69988,                0.76778,                0.96372,             0.00063543,             0.00063543,             0.00063543
                    154,                0.82922,                0.89395,                 1.0289,                 0.6188,                0.74401,                0.75175,                  0.592,                0.69507,                  1.139,                 0.9638,             0.00063363,             0.00063363,             0.00063363
                    155,                0.84855,                0.80473,                 1.0152,                0.69385,                0.78451,                 0.8267,                0.65213,                0.72102,                  0.816,                0.97442,             0.00063183,             0.00063183,             0.00063183
                    156,                0.80467,                0.84796,                 1.0147,                0.76516,                0.77392,                0.83587,                0.66148,                0.68157,                0.74235,                0.96332,             0.00063003,             0.00063003,             0.00063003
                    157,                0.81575,                0.86174,                 1.0085,                0.79543,                0.79318,                0.85617,                0.68657,                 0.6829,                  0.767,                0.96268,             0.00062823,             0.00062823,             0.00062823
                    158,                0.83517,                0.82364,                0.99846,                0.64232,                0.76311,                0.81305,                0.63416,                0.74154,                 1.0838,                0.98165,             0.00062643,             0.00062643,             0.00062643
                    159,                0.80188,                0.82338,                0.99822,                 0.7716,                0.85099,                0.89957,                0.71293,                0.68658,                 0.7514,                0.96143,             0.00062463,             0.00062463,             0.00062463
                    160,                0.80139,                 0.8232,                 1.0121,                0.73157,                0.78791,                0.88052,                0.69079,                 0.6924,                0.85176,                0.95833,             0.00062283,             0.00062283,             0.00062283
                    161,                0.81283,                 0.8373,                 1.0068,                0.79504,                0.74328,                0.85076,                0.66613,                0.69952,                0.92862,                0.96064,             0.00062103,             0.00062103,             0.00062103
                    162,                0.81044,                0.85793,                 1.0098,                0.89823,                0.81465,                0.90586,                0.72055,                 0.6874,                 0.6638,                0.96178,             0.00061923,             0.00061923,             0.00061923
                    163,                0.79253,                0.84932,                0.99557,                0.85977,                0.82848,                0.90153,                0.71938,                0.68678,                  0.679,                0.96623,             0.00061743,             0.00061743,             0.00061743
                    164,                0.80004,                 0.8172,                0.99904,                0.76209,                0.78121,                0.86427,                0.68283,                0.69734,                0.91506,                0.96467,             0.00061563,             0.00061563,             0.00061563
                    165,                0.78443,                0.74889,                0.98961,                 0.7886,                0.81393,                 0.8772,                0.69325,                0.71203,                0.80387,                0.96161,             0.00061383,             0.00061383,             0.00061383
                    166,                0.79598,                0.79572,                0.98943,                0.75727,                0.71351,                0.80654,                0.62879,                0.71119,                 1.0031,                0.96311,             0.00061203,             0.00061203,             0.00061203
                    167,                0.78165,                0.79285,                0.98427,                0.83805,                0.83936,                0.90243,                0.71685,                0.68895,                0.72299,                0.95613,             0.00061023,             0.00061023,             0.00061023
                    168,                0.81085,                0.83965,                 1.0021,                0.77933,                0.81774,                0.86426,                0.68484,                 0.6879,                0.70985,                0.95852,             0.00060843,             0.00060843,             0.00060843
                    169,                0.79702,                0.77579,                0.98766,                0.79079,                0.83078,                0.87867,                0.70037,                0.68708,                0.71661,                0.95855,             0.00060663,             0.00060663,             0.00060663
                    170,                0.79164,                0.74356,                  1.003,                0.81098,                0.85307,                0.89458,                0.71997,                0.66765,                0.73499,                0.95024,             0.00060483,             0.00060483,             0.00060483
                    171,                0.81031,                0.75771,                0.99256,                0.85309,                0.86769,                0.92971,                0.74424,                0.68034,                0.67149,                0.95725,             0.00060303,             0.00060303,             0.00060303
                    172,                0.78982,                0.81288,                 1.0076,                0.85175,                0.87451,                0.93323,                0.74308,                 0.6719,                0.67352,                0.95527,             0.00060123,             0.00060123,             0.00060123
                    173,                0.76513,                0.72754,                0.98146,                0.83442,                0.82482,                0.90497,                0.72029,                0.66223,                0.66965,                0.94688,             0.00059943,             0.00059943,             0.00059943
                    174,                0.81715,                0.75343,                0.99709,                0.81245,                0.79037,                0.88575,                0.71248,                0.65708,                0.69052,                0.94902,             0.00059763,             0.00059763,             0.00059763
                    175,                  0.779,                0.75824,                0.99322,                0.71926,                0.80437,                0.86214,                0.68567,                0.68763,                0.88724,                0.95799,             0.00059583,             0.00059583,             0.00059583
                    176,                0.77926,                0.76102,                0.98777,                0.85942,                0.83674,                0.91951,                0.73314,                0.70863,                0.78499,                0.96239,             0.00059403,             0.00059403,             0.00059403
                    177,                0.79871,                0.79261,                0.99552,                0.91132,                0.85575,                0.90823,                 0.7256,                0.65758,                0.61837,                0.94966,             0.00059223,             0.00059223,             0.00059223
                    178,                0.77315,                0.81364,                 1.0043,                0.86805,                0.82858,                0.87228,                0.69816,                0.67602,                0.66131,                0.95137,             0.00059043,             0.00059043,             0.00059043
                    179,                0.79849,                 0.7894,                 1.0028,                0.85013,                0.85033,                0.89306,                0.72179,                0.64605,                 0.6629,                 0.9443,             0.00058863,             0.00058863,             0.00058863
                    180,                0.75717,                0.77187,                0.99258,                0.86061,                0.85469,                0.92643,                0.74172,                0.64981,                0.64306,                 0.9506,             0.00058683,             0.00058683,             0.00058683
                    181,                0.78307,                0.78337,                0.99212,                0.82609,                0.79173,                0.88531,                0.70369,                0.68258,                0.84733,                0.95667,             0.00058503,             0.00058503,             0.00058503
                    182,                0.76278,                0.72653,                 1.0031,                0.75248,                0.84151,                0.87203,                0.69195,                0.67738,                0.87864,                0.94741,             0.00058323,             0.00058323,             0.00058323
                    183,                0.77556,                0.78674,                0.98608,                0.84177,                0.81408,                0.88493,                 0.7038,                 0.7076,                0.71314,                0.95411,             0.00058143,             0.00058143,             0.00058143
                    184,                0.77983,                0.74219,                0.98191,                0.80329,                0.76762,                0.85263,                0.67967,                0.64793,                0.79802,                0.94107,             0.00057963,             0.00057963,             0.00057963
                    185,                0.76431,                0.73734,                0.98261,                0.79075,                0.81308,                0.83654,                0.66729,                0.65838,                0.77242,                0.94482,             0.00057783,             0.00057783,             0.00057783
                    186,                  0.774,                0.73029,                0.97739,                0.74733,                0.72797,                0.80581,                0.63954,                0.68259,                 1.0138,                0.95332,             0.00057603,             0.00057603,             0.00057603
                    187,                0.78816,                0.70761,                0.97914,                0.73644,                0.73978,                0.82964,                0.65639,                0.67637,                 0.9638,                0.95525,             0.00057423,             0.00057423,             0.00057423
                    188,                0.75986,                0.73978,                 0.9747,                0.83207,                0.84073,                0.88392,                0.70548,                0.66222,                0.64914,                0.94428,             0.00057243,             0.00057243,             0.00057243
                    189,                0.76338,                0.71931,                0.98559,                0.86339,                0.86801,                0.91534,                0.73864,                0.64026,                0.66137,                0.93951,             0.00057063,             0.00057063,             0.00057063
                    190,                0.77369,                0.72698,                 0.9834,                0.81725,                0.80043,                0.88153,                0.70152,                0.69105,                0.80502,                0.95614,             0.00056883,             0.00056883,             0.00056883
                    191,                0.77403,                0.73361,                 0.9792,                0.79123,                0.78327,                 0.8707,                 0.6972,                0.65954,                0.80795,                0.94561,             0.00056703,             0.00056703,             0.00056703
                    192,                0.77731,                0.70592,                0.97628,                0.72023,                0.78072,                0.80461,                0.64017,                0.68838,                 1.1458,                 0.9526,             0.00056523,             0.00056523,             0.00056523
                    193,                0.80143,                0.74966,                0.99286,                0.72222,                0.77695,                0.82605,                0.66138,                0.67362,                0.94169,                0.94376,             0.00056343,             0.00056343,             0.00056343
                    194,                 0.8124,                0.77786,                 0.9898,                0.87781,                 0.8541,                0.92763,                0.74202,                0.67817,                0.64673,                 0.9518,             0.00056163,             0.00056163,             0.00056163
                    195,                0.81267,                0.75802,                0.98456,                0.86015,                0.89995,                0.93799,                0.73629,                0.69866,                 0.6392,                0.94991,             0.00055983,             0.00055983,             0.00055983
                    196,                0.77029,                0.75877,                0.98437,                0.84763,                0.92205,                  0.938,                0.74982,                0.64744,                0.62714,                0.93556,             0.00055804,             0.00055804,             0.00055804
                    197,                0.78857,                0.72236,                0.97657,                0.88064,                0.90979,                0.94338,                 0.7554,                0.66375,                0.58026,                0.93961,             0.00055624,             0.00055624,             0.00055624
                    198,                0.80674,                0.72233,                0.99821,                 0.7596,                0.76464,                0.87115,                0.69134,                0.69002,                0.84385,                0.95054,             0.00055444,             0.00055444,             0.00055444
                    199,                 0.7837,                 0.7079,                0.98053,                 0.7342,                0.76683,                 0.8497,                 0.6845,                0.66343,                0.95045,                0.94721,             0.00055264,             0.00055264,             0.00055264
                    200,                0.77548,                0.69944,                0.97472,                0.76027,                0.83112,                0.85085,                0.67945,                0.69991,                0.73909,                0.95113,             0.00055084,             0.00055084,             0.00055084
                    201,                  0.769,                0.69614,                0.97938,                0.79877,                 0.8559,                0.87976,                0.70423,                0.67249,                0.63864,                0.94492,             0.00054904,             0.00054904,             0.00054904
                    202,                0.80086,                0.71007,                0.99527,                0.89179,                0.85309,                0.92786,                0.74928,                 0.6567,                0.64069,                0.94569,             0.00054724,             0.00054724,             0.00054724
                    203,                0.77671,                0.69228,                0.98853,                0.90291,                0.84843,                0.93916,                0.75529,                0.66885,                0.64218,                0.94577,             0.00054544,             0.00054544,             0.00054544
                    204,                0.77383,                0.68618,                  0.983,                0.85994,                0.83141,                0.91631,                0.72885,                0.65283,                0.74634,                0.94276,             0.00054364,             0.00054364,             0.00054364
                    205,                0.74171,                0.65046,                0.96779,                0.89203,                0.84876,                0.92533,                0.74202,                 0.6521,                0.69208,                0.94015,             0.00054184,             0.00054184,             0.00054184
                    206,                0.76431,                0.71811,                0.97767,                0.87776,                0.88792,                0.95149,                0.77327,                0.63257,                0.62966,                0.93292,             0.00054004,             0.00054004,             0.00054004
                    207,                0.77159,                0.74964,                0.98818,                0.80346,                0.90271,                0.93749,                0.76309,                0.63359,                0.64888,                0.93528,             0.00053824,             0.00053824,             0.00053824
                    208,                 0.7412,                0.67811,                0.96829,                0.70275,                0.80607,                0.82193,                0.64741,                 0.6744,                  1.533,                0.94937,             0.00053644,             0.00053644,             0.00053644
                    209,                0.73586,                0.65627,                0.96489,                0.82506,                 0.8499,                 0.8946,                0.71755,                0.65322,                0.96434,                0.94034,             0.00053464,             0.00053464,             0.00053464
                    210,                0.72295,                 0.6362,                0.96838,                0.88456,                0.84828,                0.93817,                0.75534,                0.63795,                0.59804,                0.93584,             0.00053284,             0.00053284,             0.00053284
                    211,                0.76241,                0.70093,                0.97377,                0.86005,                0.88367,                0.93652,                0.74359,                0.67835,                0.62299,                0.94268,             0.00053104,             0.00053104,             0.00053104
                    212,                0.74187,                 0.6713,                0.96887,                0.86886,                0.85059,                0.93631,                0.75412,                0.64386,                0.59754,                0.93617,             0.00052924,             0.00052924,             0.00052924
                    213,                0.74554,                0.66053,                0.97695,                0.77254,                0.81752,                0.86495,                0.69253,                0.66762,                0.94579,                0.94581,             0.00052744,             0.00052744,             0.00052744
                    214,                0.74799,                0.68607,                0.97804,                 0.9038,                0.87344,                 0.9128,                0.73808,                0.64205,                0.61009,                0.93827,             0.00052564,             0.00052564,             0.00052564
                    215,                  0.749,                0.67728,                0.96001,                0.88196,                0.84176,                0.89962,                0.72461,                0.64994,                0.62445,                0.93796,             0.00052384,             0.00052384,             0.00052384
                    216,                0.72855,                0.66476,                 0.9771,                0.81141,                 0.9004,                0.92434,                0.75017,                0.63911,                0.59793,                0.92893,             0.00052204,             0.00052204,             0.00052204
                    217,                0.72958,                0.70408,                0.97192,                0.87326,                0.90344,                0.93196,                0.76244,                0.63042,                0.57609,                0.92963,             0.00052024,             0.00052024,             0.00052024
                    218,                0.74492,                0.72457,                0.97717,                0.79919,                0.86193,                0.86194,                0.70384,                0.63205,                0.68122,                0.93537,             0.00051844,             0.00051844,             0.00051844
                    219,                0.77845,                0.71893,                0.99053,                0.76462,                0.86612,                0.89559,                0.72825,                0.64044,                0.94073,                0.94097,             0.00051664,             0.00051664,             0.00051664
                    220,                0.76586,                0.64502,                0.96957,                0.84953,                0.86249,                0.91462,                0.73897,                0.64738,                0.81382,                0.93966,             0.00051484,             0.00051484,             0.00051484
                    221,                0.75882,                0.74902,                0.97995,                0.90558,                0.87585,                0.92145,                0.74383,                0.64196,                0.66535,                0.93564,             0.00051304,             0.00051304,             0.00051304
                    222,                0.73976,                0.68902,                0.96721,                0.88915,                0.87606,                0.93111,                0.74537,                0.63766,                0.60344,                0.93447,             0.00051124,             0.00051124,             0.00051124
                    223,                 0.7342,                0.66132,                 0.9732,                0.91679,                0.90197,                 0.9439,                0.76287,                0.63228,                0.55068,                0.93531,             0.00050944,             0.00050944,             0.00050944
                    224,                0.74913,                0.69578,                0.97173,                0.81382,                  0.864,                0.91416,                0.73795,                0.64817,                0.69316,                0.93929,             0.00050764,             0.00050764,             0.00050764
                    225,                0.76397,                0.68338,                0.97258,                 0.8523,                0.85421,                0.91659,                 0.7402,                 0.6469,                0.68503,                0.93685,             0.00050584,             0.00050584,             0.00050584
                    226,                0.76194,                0.68552,                0.98235,                 0.8718,                 0.8577,                0.91276,                0.73078,                0.65051,                 0.7161,                0.93891,             0.00050404,             0.00050404,             0.00050404
                    227,                0.73622,                0.65259,                0.98015,                0.87123,                0.88662,                0.93583,                0.75629,                0.63573,                 0.6052,                0.93145,             0.00050224,             0.00050224,             0.00050224
                    228,                0.74542,                0.73347,                0.97551,                0.76307,                0.81589,                 0.8874,                0.71108,                0.66678,                0.75779,                0.93655,             0.00050044,             0.00050044,             0.00050044
                    229,                0.75665,                0.62585,                0.96529,                0.69753,                0.74771,                0.81513,                0.65582,                0.65152,                 1.1963,                 0.9352,             0.00049864,             0.00049864,             0.00049864
                    230,                0.72908,                0.65892,                0.96059,                0.74069,                0.74589,                0.80961,                0.64567,                0.66844,                 1.3969,                0.94215,             0.00049684,             0.00049684,             0.00049684
                    231,                0.74035,                0.63355,                0.95817,                0.73009,                0.83135,                0.83705,                0.67568,                0.64172,                0.93312,                0.93613,             0.00049504,             0.00049504,             0.00049504
                    232,                0.72995,                0.69471,                0.96676,                0.87712,                 0.8217,                0.90364,                0.72791,                0.63272,                0.63391,                0.93024,             0.00049324,             0.00049324,             0.00049324
                    233,                0.73762,                 0.6689,                0.96391,                0.86368,                0.84278,                0.91411,                0.74559,                0.62388,                0.63487,                0.92641,             0.00049144,             0.00049144,             0.00049144
                    234,                 0.7342,                0.64485,                  0.963,                0.89342,                0.84582,                0.90621,                0.73974,                0.63691,                0.60244,                 0.9262,             0.00048964,             0.00048964,             0.00048964
                    235,                0.74792,                 0.6581,                 0.9647,                0.81649,                0.84023,                0.90923,                0.74278,                0.63204,                0.76088,                0.92952,             0.00048784,             0.00048784,             0.00048784
                    236,                0.73528,                0.62935,                0.95447,                0.81807,                0.86893,                0.92958,                0.75433,                0.63335,                0.87461,                0.93074,             0.00048604,             0.00048604,             0.00048604
                    237,                0.72673,                 0.6731,                0.95519,                0.88587,                0.91842,                0.95343,                0.77593,                0.63197,                0.57908,                0.93242,             0.00048424,             0.00048424,             0.00048424
                    238,                0.73848,                0.66281,                0.96232,                0.87904,                 0.8627,                0.93351,                0.75821,                0.62516,                0.57071,                0.93161,             0.00048244,             0.00048244,             0.00048244
                    239,                0.74914,                 0.6565,                0.96929,                0.88051,                0.83861,                0.92164,                0.75299,                0.62582,                0.69177,                0.93105,             0.00048064,             0.00048064,             0.00048064
                    240,                0.73551,                0.66674,                0.96751,                0.81435,                0.86924,                0.91249,                0.74141,                0.63488,                0.75413,                0.93016,             0.00047884,             0.00047884,             0.00047884
                    241,                0.76019,                0.63101,                0.95985,                0.86301,                0.84925,                0.93063,                0.75481,                0.65589,                0.64686,                0.93311,             0.00047704,             0.00047704,             0.00047704
                    242,                0.76341,                0.68266,                0.96353,                0.88177,                  0.894,                0.93435,                0.76801,                0.62191,                0.57087,                0.92367,             0.00047524,             0.00047524,             0.00047524
                    243,                0.71083,                 0.6198,                0.95776,                0.85589,                0.89979,                0.91578,                0.75449,                0.62601,                0.62525,                0.92713,             0.00047344,             0.00047344,             0.00047344
                    244,                0.74452,                0.61603,                0.96222,                0.88106,                0.87158,                0.91912,                0.74566,                0.62847,                0.63465,                0.93218,             0.00047164,             0.00047164,             0.00047164
                    245,                 0.7242,                 0.6352,                0.95535,                0.87603,                 0.8411,                0.92034,                0.74601,                0.64748,                0.71817,                0.93768,             0.00046984,             0.00046984,             0.00046984
                    246,                0.73787,                0.63048,                0.97047,                0.79612,                 0.8188,                0.87571,                0.71188,                0.63337,                0.93674,                0.93317,             0.00046804,             0.00046804,             0.00046804
                    247,                0.72419,                 0.6264,                0.95243,                0.78313,                0.81532,                0.88147,                0.71819,                0.63729,                0.81875,                0.93322,             0.00046624,             0.00046624,             0.00046624
                    248,                0.73951,                0.64586,                0.97614,                0.80901,                0.84259,                0.87476,                0.71277,                0.63274,                0.74175,                0.93331,             0.00046444,             0.00046444,             0.00046444
                    249,                0.74365,                0.63286,                0.96378,                0.85301,                0.84806,                0.88636,                0.72533,                0.64191,                0.70954,                 0.9322,             0.00046264,             0.00046264,             0.00046264
                    250,                0.73808,                0.61635,                0.96878,                  0.883,                0.87324,                0.92528,                0.75575,                0.62257,                0.56408,                0.92352,             0.00046084,             0.00046084,             0.00046084
                    251,                0.70611,                 0.6104,                0.96015,                0.79153,                0.85879,                0.86451,                 0.7066,                0.62681,                0.65073,                0.92475,             0.00045904,             0.00045904,             0.00045904
                    252,                 0.7166,                0.61798,                0.96127,                0.89921,                0.84813,                0.93757,                0.75739,                0.62588,                0.66824,                 0.9228,             0.00045725,             0.00045725,             0.00045725
                    253,                0.71778,                0.64521,                0.96454,                0.91179,                0.91394,                0.95546,                0.77494,                0.62556,                 0.5378,                0.92347,             0.00045545,             0.00045545,             0.00045545
                    254,                0.70471,                0.61874,                0.95602,                0.86405,                0.78038,                0.88116,                0.71459,                0.63332,                0.72889,                 0.9247,             0.00045365,             0.00045365,             0.00045365
                    255,                0.73012,                0.64551,                 0.9612,                0.82834,                0.82494,                0.88883,                0.72085,                0.61982,                0.73542,                0.92277,             0.00045185,             0.00045185,             0.00045185
                    256,                0.71464,                0.61872,                0.95768,                0.91737,                0.89733,                0.94651,                0.77122,                0.62607,                0.54889,                0.92219,             0.00045005,             0.00045005,             0.00045005
                    257,                0.71215,                0.60148,                0.95412,                0.90077,                 0.8919,                0.94191,                0.76447,                0.61626,                0.54489,                0.92044,             0.00044825,             0.00044825,             0.00044825
                    258,                0.72995,                0.67494,                0.96884,                0.89298,                0.86829,                0.92747,                0.75592,                0.62021,                0.56485,                0.92431,             0.00044645,             0.00044645,             0.00044645
                    259,                0.69893,                0.61934,                0.95823,                0.90937,                0.88167,                0.94794,                0.77653,                0.61813,                 0.5338,                0.92337,             0.00044465,             0.00044465,             0.00044465
                    260,                 0.7013,                0.61425,                0.94877,                0.84906,                0.88202,                0.92639,                0.75267,                0.63027,                 0.7186,                0.92676,             0.00044285,             0.00044285,             0.00044285
                    261,                0.69513,                0.60605,                0.94581,                0.88179,                0.90266,                0.93777,                 0.7641,                0.62439,                 0.6383,                0.92513,             0.00044105,             0.00044105,             0.00044105
                    262,                0.70625,                0.62155,                0.95168,                 0.8826,                0.87741,                0.93294,                0.76741,                0.62193,                0.57976,                0.92508,             0.00043925,             0.00043925,             0.00043925
                    263,                0.70865,                 0.5991,                0.94935,                 0.9123,                0.87164,                0.92334,                0.75189,                0.63093,                0.56864,                0.92679,             0.00043745,             0.00043745,             0.00043745
                    264,                0.71065,                0.62564,                0.96626,                0.89767,                0.88349,                0.94067,                0.76572,                 0.6117,                0.57594,                0.92284,             0.00043565,             0.00043565,             0.00043565
                    265,                0.71529,                0.63319,                0.94712,                0.89095,                0.87014,                0.94385,                0.76426,                0.62594,                0.55864,                0.92817,             0.00043385,             0.00043385,             0.00043385
                    266,                0.72349,                0.61996,                0.95201,                0.88375,                0.84724,                0.90679,                0.73447,                0.62692,                0.59818,                0.92329,             0.00043205,             0.00043205,             0.00043205
                    267,                 0.7285,                0.64027,                0.95989,                0.87931,                0.82939,                0.88952,                0.71741,                0.63229,                0.61818,                0.92395,             0.00043025,             0.00043025,             0.00043025
                    268,                 0.7259,                0.61353,                 0.9605,                0.90948,                0.87949,                0.94343,                0.77419,                 0.6158,                0.58132,                0.92283,             0.00042845,             0.00042845,             0.00042845
                    269,                 0.7084,                0.64854,                0.96028,                0.89189,                0.87927,                0.94413,                0.77431,                0.61218,                0.66328,                0.92083,             0.00042665,             0.00042665,             0.00042665
                    270,                0.71575,                0.59943,                0.95541,                 0.8497,                0.82661,                 0.9056,                0.73736,                0.62399,                0.79106,                0.92192,             0.00042485,             0.00042485,             0.00042485
                    271,                0.72094,                0.61818,                0.95302,                0.83597,                0.79199,                0.89833,                 0.7284,                0.62644,                 0.7893,                0.92485,             0.00042305,             0.00042305,             0.00042305
                    272,                0.69193,                0.63276,                0.94721,                0.85571,                0.87995,                0.93884,                0.75968,                0.62738,                0.60606,                0.92545,             0.00042125,             0.00042125,             0.00042125
                    273,                0.73034,                0.61887,                0.95856,                 0.8939,                0.92385,                0.95631,                0.77861,                0.61232,                0.51894,                0.91983,             0.00041945,             0.00041945,             0.00041945
                    274,                0.72444,                 0.6122,                0.96627,                0.89088,                 0.8751,                0.91464,                0.74676,                0.62151,                0.58327,                0.91701,             0.00041765,             0.00041765,             0.00041765
                    275,                0.72522,                0.63364,                0.95563,                0.87253,                0.84284,                 0.8957,                0.73839,                0.60692,                0.63763,                0.91475,             0.00041585,             0.00041585,             0.00041585
                    276,                0.71089,                0.58547,                0.93916,                0.90667,                0.88422,                0.93142,                0.76139,                0.62118,                0.57245,                0.91952,             0.00041405,             0.00041405,             0.00041405
                    277,                0.71305,                0.58239,                0.95308,                0.90305,                0.91529,                0.94967,                0.77532,                0.62039,                0.54939,                0.92147,             0.00041225,             0.00041225,             0.00041225
                    278,                0.74617,                0.61307,                0.95616,                0.87524,                 0.8418,                0.91103,                0.74091,                0.62123,                 0.6675,                0.92314,             0.00041045,             0.00041045,             0.00041045
                    279,                0.70724,                0.57105,                0.95939,                0.85458,                 0.8554,                0.91785,                0.74809,                0.61829,                  0.666,                0.92164,             0.00040865,             0.00040865,             0.00040865
                    280,                0.71524,                0.59641,                 0.9586,                0.86311,                0.91716,                0.93322,                0.76552,                0.61228,                0.56695,                0.91995,             0.00040685,             0.00040685,             0.00040685
                    281,                0.71844,                0.61579,                0.95339,                0.88872,                0.86654,                0.92185,                0.75857,                0.61748,                0.60305,                0.92134,             0.00040505,             0.00040505,             0.00040505
                    282,                0.69832,                0.59505,                0.95201,                0.89534,                0.88822,                0.94569,                0.77959,                0.60431,                0.55051,                0.91591,             0.00040325,             0.00040325,             0.00040325
                    283,                0.69918,                0.56414,                 0.9439,                0.90543,                0.90203,                0.94633,                0.77837,                 0.6087,                0.55199,                0.91477,             0.00040145,             0.00040145,             0.00040145
                    284,                0.69231,                0.56586,                0.94376,                 0.8606,                 0.8713,                0.91589,                0.75393,                0.61701,                0.66155,                0.91673,             0.00039965,             0.00039965,             0.00039965
                    285,                0.74633,                0.61525,                0.96131,                0.88638,                0.84902,                0.92653,                0.75865,                0.62365,                0.66886,                0.92025,             0.00039785,             0.00039785,             0.00039785
                    286,                0.70279,                0.57729,                0.95563,                 0.8778,                0.87638,                0.93026,                0.76362,                0.61584,                0.62483,                0.92145,             0.00039605,             0.00039605,             0.00039605
                    287,                0.68369,                0.57281,                0.94608,                0.90368,                0.87253,                0.93559,                0.76851,                0.60866,                0.61305,                 0.9188,             0.00039425,             0.00039425,             0.00039425
                    288,                0.72249,                0.57908,                0.93988,                 0.8831,                0.86786,                0.93801,                0.76151,                0.63435,                0.65109,                0.92417,             0.00039245,             0.00039245,             0.00039245
                    289,                0.70986,                0.58112,                 0.9464,                0.86964,                0.86958,                0.93221,                0.76372,                  0.614,                0.65026,                0.92155,             0.00039065,             0.00039065,             0.00039065
                    290,                0.70224,                0.58999,                 0.9528,                 0.8676,                 0.8857,                0.94639,                0.77457,                0.61209,                0.55802,                0.91952,             0.00038885,             0.00038885,             0.00038885
                    291,                0.69513,                0.55706,                0.95226,                0.93469,                0.89327,                0.96169,                0.78811,                0.61198,                 0.5024,                0.91846,             0.00038705,             0.00038705,             0.00038705
                    292,                0.70845,                0.59059,                0.95797,                0.87182,                0.90481,                0.94398,                0.77193,                0.60157,                0.68724,                0.91423,             0.00038525,             0.00038525,             0.00038525
                    293,                0.71033,                0.53814,                0.93985,                0.73444,                0.86845,                0.86788,                0.70376,                0.64089,                 1.2608,                0.92189,             0.00038345,             0.00038345,             0.00038345
                    294,                0.70214,                0.56744,                0.95208,                0.86094,                0.84689,                 0.9275,                0.76039,                0.61408,                0.69643,                0.91458,             0.00038165,             0.00038165,             0.00038165
                    295,                0.73724,                0.55354,                 0.9404,                0.86929,                0.91093,                0.94521,                0.77941,                0.61114,                0.53384,                0.91667,             0.00037985,             0.00037985,             0.00037985
                    296,                0.69864,                0.59563,                0.94882,                 0.8629,                0.85972,                0.93206,                0.75904,                0.62119,                0.60961,                0.92131,             0.00037805,             0.00037805,             0.00037805
                    297,                0.69947,                 0.5579,                0.94477,                0.87074,                 0.8785,                0.94667,                0.77191,                0.62203,                0.61124,                0.92005,             0.00037625,             0.00037625,             0.00037625
                    298,                0.71248,                 0.5628,                0.94241,                0.88463,                0.88196,                0.94846,                0.77835,                0.62178,                0.54936,                0.91917,             0.00037445,             0.00037445,             0.00037445
                    299,                0.75379,                0.59032,                0.95892,                0.83016,                0.86909,                0.92094,                0.75407,                0.62782,                 0.6831,                0.91736,             0.00037265,             0.00037265,             0.00037265
                    300,                  0.728,                0.54973,                0.95317,                0.86545,                0.79824,                0.88792,                0.72267,                0.63086,                0.73566,                0.91972,             0.00037085,             0.00037085,             0.00037085
                    301,                0.72753,                0.57638,                0.95322,                0.89265,                0.81134,                 0.9102,                0.74318,                0.62814,                0.62832,                0.92304,             0.00036905,             0.00036905,             0.00036905
                    302,                0.73643,                0.58365,                0.95787,                 0.9039,                0.86788,                0.92366,                 0.7547,                0.62012,                0.61103,                0.91591,             0.00036725,             0.00036725,             0.00036725
                    303,                 0.7198,                0.56039,                0.95334,                0.88956,                0.92101,                0.93532,                0.76246,                0.60943,                0.60466,                0.91231,             0.00036545,             0.00036545,             0.00036545
                    304,                0.71102,                0.56294,                0.94936,                0.86477,                 0.9233,                0.95764,                 0.7897,                 0.6073,                0.57303,                0.91385,             0.00036365,             0.00036365,             0.00036365
                    305,                0.70307,                0.56036,                0.94806,                0.90677,                0.90266,                0.95673,                  0.783,                0.61489,                0.53733,                 0.9166,             0.00036185,             0.00036185,             0.00036185
                    306,                0.72294,                0.55712,                0.95631,                0.92513,                0.89711,                 0.9545,                0.78568,                0.60439,                0.49258,                 0.9143,             0.00036005,             0.00036005,             0.00036005
                    307,                0.70985,                0.55874,                0.95615,                0.91182,                0.86818,                 0.9365,                0.77354,                0.59778,                0.52845,                0.91302,             0.00035826,             0.00035826,             0.00035826
                    308,                0.72156,                0.55138,                0.94849,                0.90813,                0.86247,                0.93652,                0.77059,                0.60807,                0.57041,                0.91485,             0.00035646,             0.00035646,             0.00035646
                    309,                0.72544,                0.57031,                0.97055,                0.88977,                 0.8884,                0.93757,                0.77361,                0.60608,                0.57581,                0.91263,             0.00035466,             0.00035466,             0.00035466
                    310,                0.70983,                 0.5732,                0.95255,                0.92318,                 0.9068,                0.96411,                0.79966,                0.59728,                0.51457,                0.91291,             0.00035286,             0.00035286,             0.00035286
                    311,                0.69086,                 0.5305,                0.94351,                0.94119,                0.90745,                0.96436,                 0.7979,                0.60468,                0.50021,                0.91509,             0.00035106,             0.00035106,             0.00035106
